sample_id,project_type,device_name,voltage_level,device_model,asset_id,device_type,problem_reason,event_time,problem_stage,supervision_stage,rule_level,problem_level,text,is_quality_issue,specialty,root_cause_analysis,supervision_opinion,resolved_time,actual_fix,rule_name,stage_name,stage_link,clause_no,checkpoint_no,checkpoint_text,source_unit,data_source,label
real_v1_003214,改扩建,220kV组合电器F5间隔,交流220kV,,,组合电器,现场安装,2025-04-01,竣工验收,竣工验收,一般,一般,220kV组合电器F5间隔设备内部元件未正确标示,否,电气设备性能,,220kV组合电器F5间隔设备内部元件应正确标示,2025-04-10,220kV组合电器F5间隔设备内部元件已正确标示,组合电器全过程技术监督实施细则,竣工验收,竣工验收,8.2,8.2.1,8.2.1 设备外观重点关注：1）GIS应安装牢靠、外观清洁；2）瓷套应完整无损、表面清洁；3）所有柜、箱防雨防潮性能应良好，本体电缆防护应良好；4）油漆应完好，出厂铭牌、相色标志、内部元件标示应正确；5）带电显示装置显示应正确；6）户外断路器应采取防止密度继电器二次接头受潮的防雨措施。,未知,pytest_processed_1_real|problem_category_rule_v1,资料与标识
real_v1_003215,改扩建,220kV组合电器F5-F11间隔,交流220kV,,,组合电器,现场安装,2025-04-01,设备安装,安装调试,一般,一般,220kV组合电器F5-F11间隔盆式绝缘子未安装跨接地线，未提供型式试验报告,否,电气设备性能,,请提供型式试验报告,2025-04-10,已提供型式试验报告,组合电器全过程技术监督实施细则,设备安装,安装调试,6.4,6.4.1,6.4.1 设备配电装置的外壳应接地。凡不属于主回路或辅助回路的且需要接地的所有金属部分都应接地。,未知,pytest_processed_1_real|problem_category_rule_v1,资料与标识
real_v1_003216,新建,109出线7柜,交流110kV,,,开关柜,现场安装,2025-03-26,设备验收,设备采购,一般,一般,109出线7柜中柜门与柜体接地线螺帽丢失，不符合“5.6.2 开关柜柜门、互感器接地端子、观察窗接地、开关柜手车接地、柜内金属活门等均应短接接地。”要求。,否,电气设备性能,,施工队应按工序要求对109出线7柜中柜门与柜体接地线规范连接,2025-05-27,已补充中柜门与柜体接地线螺帽并旋紧,开关柜全过程技术监督实施细则,设备验收,设备采购,5.6,5.6.2,5.6.2 开关柜柜门、互感器接地端子、观察窗接地、开关柜手车接地、柜内金属活门等均应短接接地。,未知,pytest_processed_1_real|problem_category_rule_v1,采购与制造
real_v1_003217,新建,111出线9柜,交流110kV,,,开关柜,现场安装,2025-03-26,设备验收,设备采购,一般,一般,111出线9柜互感器接地端子未旋紧，不符合“5.6.2 开关柜柜门、互感器接地端子、观察窗接地、开关柜手车接地、柜内金属活门等均应短接接地。”要求。,否,电气设备性能,,施工队应按工序要求对111出线9柜互感器接地端子旋紧,2025-05-27,已旋紧互感器接地端子,开关柜全过程技术监督实施细则,设备验收,设备采购,5.6,5.6.2,5.6.2 开关柜柜门、互感器接地端子、观察窗接地、开关柜手车接地、柜内金属活门等均应短接接地。,未知,pytest_processed_1_real|problem_category_rule_v1,采购与制造
real_v1_003218,新建,112出线10柜,交流110kV,,,开关柜,现场安装,2025-03-26,设备验收,设备采购,一般,一般,112出线10柜中柜门与柜体接地线未连接，不符合“5.6.2 开关柜柜门、互感器接地端子、观察窗接地、开关柜手车接地、柜内金属活门等均应短接接地。”要求。,否,电气设备性能,,施工队应按工序要求对112出线10柜中柜门与柜体接地线进行连接。,2025-05-27,已用金属接地线将中柜门与柜体进行连接,开关柜全过程技术监督实施细则,设备验收,设备采购,5.6,5.6.2,5.6.2 开关柜柜门、互感器接地端子、观察窗接地、开关柜手车接地、柜内金属活门等均应短接接地。,未知,pytest_processed_1_real|problem_category_rule_v1,采购与制造
real_v1_003219,新建,115 #1接地变兼站用变柜,交流110kV,,,开关柜,现场安装,2025-03-26,设备验收,设备采购,一般,一般,#1接地变兼站用变柜柜门与柜体接地线未连接，不符合“5.6.2 开关柜柜门、互感器接地端子、观察窗接地、开关柜手车接地、柜内金属活门等均应短接接地。”要求。,否,电气设备性能,,施工队应按工序要求对#1接地变兼站用变柜柜门与柜体接地线连接。,2025-05-27,已用短路接地线连接中柜门与柜体,开关柜全过程技术监督实施细则,设备验收,设备采购,5.6,5.6.2,5.6.2 开关柜柜门、互感器接地端子、观察窗接地、开关柜手车接地、柜内金属活门等均应短接接地。,未知,pytest_processed_1_real|problem_category_rule_v1,采购与制造
real_v1_003220,改扩建,220kV组合电器F5-F11间隔,交流220kV,,,组合电器,出厂试验,2025-04-01,竣工验收,竣工验收,一般,一般,220kV组合电器F5-F11间隔未提供项目齐全、合格的交接试验报告,否,电气设备性能,,220kV组合电器F5-F11间隔应提供项目齐全、合格的交接试验报告,2025-04-10,220kV组合电器F5-F11间隔已提供项目齐全、合格的交接试验报告,组合电器全过程技术监督实施细则,竣工验收,竣工验收,8.1,8.1.1,8.1.1 交接试验项目应齐全、合格，并与出厂试验数值无明显差异，试验报告等文件资料应齐全。前期各阶段发现的问题已整改，并验收合格。相关反事故措施已落实。,未知,pytest_processed_1_real|problem_category_rule_v1,资料与标识
real_v1_003221,改扩建,220kV组合电器F11间隔,交流220kV,,,组合电器,出厂试验,2025-04-01,竣工验收,竣工验收,一般,一般,220kV组合电器F11间隔未提供文件资料齐全的耐压试验报告,否,电气设备性能,,220kV组合电器F11间隔应提供文件资料齐全的耐压试验报告,2025-04-10,220kV组合电器F11间隔已提供文件资料齐全的耐压试验报告,组合电器全过程技术监督实施细则,竣工验收,竣工验收,8.1,8.1.1,8.1.1 交接试验项目应齐全、合格，并与出厂试验数值无明显差异，试验报告等文件资料应齐全。前期各阶段发现的问题已整改，并验收合格。相关反事故措施已落实。,未知,pytest_processed_1_real|problem_category_rule_v1,资料与标识
real_v1_003222,新建,107出线5柜,交流110kV,,,开关柜,现场安装,2025-03-26,设备验收,设备采购,一般,一般,出线5柜中互感器接地端子未接地，不符合“5.6.2 开关柜柜门、互感器接地端子、观察窗接地、开关柜手车接地、柜内金属活门等均应短接接地。”要求。,否,电气设备性能,,施工队应按工序要求对出线5柜中互感器接地端子进行接地,2025-05-27,已将互感器接地端子接地,开关柜全过程技术监督实施细则,设备验收,设备采购,5.6,5.6.2,5.6.2 开关柜柜门、互感器接地端子、观察窗接地、开关柜手车接地、柜内金属活门等均应短接接地。,未知,pytest_processed_1_real|problem_category_rule_v1,采购与制造
real_v1_003223,新建,101 #1电容器柜,交流110kV,,,开关柜,现场安装,2025-03-28,设备验收,设备采购,一般,一般,#1电容器柜观察窗未接地，不符合“5.6.2 开关柜柜门、互感器接地端子、观察窗接地、开关柜手车接地、柜内金属活门等均应短接接地”的要求。,否,电气设备性能,,施工队应按工序要求对#1电容器柜观察窗进行接地连接。,2025-05-27,已补充#1电容器柜观察窗接地线,开关柜全过程技术监督实施细则,设备验收,设备采购,5.6,5.6.2,5.6.2 开关柜柜门、互感器接地端子、观察窗接地、开关柜手车接地、柜内金属活门等均应短接接地。,未知,pytest_processed_1_real|problem_category_rule_v1,采购与制造
real_v1_003224,新建,全站二次设备,交流220kV,,,线路保护,设备调试,2025-04-18,竣工验收,竣工验收,较大,较大,设备厂家未按照“7.5.1 基建单位应至少提供以下资料：智能站配置文件和资料性文件【包括智能电子设备能力描述（ICD）文件、变电站配置描述（SCD）文件、已配置的智能电子设备描述（CID）文件、回路实例配置（CCD）文件、虚拟局域网（VLAN）划分表、虚端子配置表、竣工图纸和调试报告等】、保护调试报告、二次回路（含光纤回路）检测报告以及调控机构整定计算所必需的其他资料。”要求提供以上资料。,否,继电保护,设备厂家对技术规范执行不到位，未按照技术规范要求在竣工验收前提交智能站配置文件盒资料性文件。,设备厂家应在竣工验收前按照要求提供资料，供检修人员检查、核实、最终归档。,2025-05-10,设备厂家已提供全部竣工资料。,继电保护全过程技术监督实施细则,竣工验收,竣工验收,8.1,8.1.3,8.1.3 投运后应移交的资料：施工图、白图、设计变更建设管理单位应在工程竣工后三个月内向调控中心、运行维护单位和设备检修单位移交工程竣工图纸及其电子版。运维单位应于投产验收前，将验收合格的智能站配置文件归档，设备投产后一个月内，将资料性文件归档。资料图实应一致。,未知,pytest_processed_1_real|problem_category_rule_v1,资料与标识
real_v1_003225,新建,青云Ⅰ路线路保护装置,交流220kV,,,线路保护,设备调试,2025-04-18,竣工验收,竣工验收,较大,较大,220kV青云Ⅰ路线路保护屏内电压切换装置未采样单位置输入方式，不满足“7.6.2 当保护采用双重化配置时，其电压切换箱（回路）隔离开关辅助触点应采用单位置输入方式。单套配置保护的电压切换箱（回路）隔离开关辅助触点应采用双位置输入方式。电压切换直流电源与对应保护装置直流电源取自同一段直流母线且共用直流空气开关。”要求,否,继电保护,设备厂家对技术规范执行不到位，对于双重化配置的保护装置电压切换回路隔离开关辅助触点未按技术规范要求采用单位置输入方式,设备厂家将现场电压切换继电器更换为单位置输入方式以满足要求，并通知检修人员验收。,2025-04-21,厂家更换单位置输入的板件后，经现场检修人员验收，220kV青云Ⅰ路线路保护屏内电压切换装置已满足规程要求,继电保护全过程技术监督实施细则,竣工验收,竣工验收,8.6,8.6.2,8.6.2 当保护采用双重化配置时，其电压切换箱（回路）隔离开关辅助触点应采用单位置输入方式。单套配置保护的电压切换箱（回路）隔离开关辅助触点应采用双位置输入方式。电压切换直流电源与对应保护装置直流电源取自同一段直流母线且共用直流空气开关。,未知,pytest_processed_1_real|problem_category_rule_v1,验收与交接
real_v1_003226,新建,103 出线1,交流110kV,,,开关柜,现场安装,2025-03-28,设备验收,设备采购,一般,一般,103 出线1开关柜中柜门与柜体接地线脱落，不符合“5.6.2 开关柜柜门、互感器接地端子、观察窗接地、开关柜手车接地、柜内金属活门等均应短接接地”的要求。,否,电气设备性能,,施工队连接中柜门与柜体接地线,2025-05-27,已用金属短接线连接中柜门与柜体,开关柜全过程技术监督实施细则,设备验收,设备采购,5.6,5.6.2,5.6.2 开关柜柜门、互感器接地端子、观察窗接地、开关柜手车接地、柜内金属活门等均应短接接地。,未知,pytest_processed_1_real|problem_category_rule_v1,采购与制造
real_v1_003227,新建,10 馈线4柜,交流110kV,,,开关柜,现场安装,2025-03-26,设备验收,设备采购,一般,一般,10 馈线4柜上柜门与柜体接地线脱落，不符合“5.6.2 开关柜柜门、互感器接地端子、观察窗接地、开关柜手车接地、柜内金属活门等均应短接接地。”要求。,否,电气设备性能,,施工队应按工序要求对10 馈线4柜上柜门与柜体接地线进行连接,2025-05-27,已用接地线将上柜门与柜体进行连接,开关柜全过程技术监督实施细则,设备验收,设备采购,5.6,5.6.2,5.6.2 开关柜柜门、互感器接地端子、观察窗接地、开关柜手车接地、柜内金属活门等均应短接接地。,未知,pytest_processed_1_real|problem_category_rule_v1,采购与制造
real_v1_003228,新建,电压互感器,交流220kV,,,电压互感器,现场安装,2025-04-18,竣工验收,竣工验收,一般,一般,10kV母线PT开关柜内电压互感器接线盒内二次线为多股软线，需要更换硬电缆或使用焊锡加固，不满足“8.7.1 隐蔽工程（二次电缆埋管敷设、电缆头制作、等电位接地网安装、变压器、电抗器、电流互感器、电压互感器二次接线盒接线）、中间验收是否按要求开展，资料（含影像资料）是否齐全完备。”要求,否,继电保护,,设备厂家应按照要求更换硬电缆或采用焊锡加固的方式保证接线可靠，完成后通知检修人员验收。,2025-04-21,设备厂家已按照要求采用焊锡加固方式保证接线的可靠，并已通知检修人员验收，验收通过。,继电保护全过程技术监督实施细则,竣工验收,竣工验收,8.7,8.7.1,8.7.1 隐蔽工程（二次电缆埋管敷设、电缆头制作、等电位接地网安装、变压器、电抗器、电流互感器、电压互感器二次接线盒接线）、中间验收是否按要求开展，资料（含影像资料）是否齐全完备。,未知,pytest_processed_1_real|problem_category_rule_v1,资料与标识
real_v1_003229,改扩建,220kV组合电器F5-F11间隔,交流220kV,,,组合电器,出厂试验,2025-04-01,设备制造,设备采购,较大,较大,220kV组合电器F5-F11间隔未提供压力释放装置、各密封圈出厂报告,否,电气设备性能,设备厂家制造工艺不足,请提供压力释放装置、各密封圈出厂报告,2025-04-10,已提供压力释放装置、各密封圈出厂报告,组合电器全过程技术监督实施细则,设备制造,设备采购,4.4,4.4.1,4.4.1 压力释放装置应根据其动作原理，对安全动作值进行试验验证，其安全动作值应大于或等于规定动作值。对不可恢复型的压力释放装置，每批次的抽检量不得小于10%，最少抽取按2件。,未知,pytest_processed_1_real|problem_category_rule_v1,资料与标识
real_v1_003230,新建,105出线3柜,交流110kV,,,开关柜,现场安装,2025-04-25,设备验收,设备采购,一般,一般,105出线3柜中柜门未接地,否,电气设备性能,,施工队应按工序要求105出线3柜中柜门进行接地,2025-05-27,已用接地线将中柜门与柜体进行连接,开关柜全过程技术监督实施细则,设备验收,设备采购,5.6,5.6.2,5.6.2 开关柜柜门、互感器接地端子、观察窗接地、开关柜手车接地、柜内金属活门等均应短接接地。,未知,pytest_processed_1_real|problem_category_rule_v1,采购与制造
real_v1_003231,新建,108出线6柜,交流110kV,,,开关柜,现场安装,2025-04-25,设备验收,设备采购,一般,一般,108出线6柜观察窗接地螺栓不旋紧,否,电气设备性能,,施工队应按工序要求对108出线6柜观察窗接地螺栓进行旋紧,2025-05-27,已旋紧观察窗接地螺栓,开关柜全过程技术监督实施细则,设备验收,设备采购,5.6,5.6.2,5.6.2 开关柜柜门、互感器接地端子、观察窗接地、开关柜手车接地、柜内金属活门等均应短接接地。,未知,pytest_processed_1_real|problem_category_rule_v1,采购与制造
real_v1_003232,新建,10kVI段母线PT柜,交流110kV,,,开关柜,现场安装,2025-04-25,设备验收,设备采购,一般,一般,10kVI段母线PT柜柜门未接地,否,电气设备性能,,施工队应按工序要求对10kVI段母线PT柜柜门进行接地。,2025-05-27,已按要求补充10kVI段母线PT柜柜门接地线,开关柜全过程技术监督实施细则,设备验收,设备采购,5.6,5.6.2,5.6.2 开关柜柜门、互感器接地端子、观察窗接地、开关柜手车接地、柜内金属活门等均应短接接地。,未知,pytest_processed_1_real|problem_category_rule_v1,采购与制造
real_v1_003233,新建,113出线11柜,交流110kV,,,开关柜,现场安装,2025-04-25,设备验收,设备采购,一般,一般,113出线11柜中柜门与柜体接地螺帽丢失,否,电气设备性能,,施工队应按工序要求连接中柜门与柜体接地线。,2025-05-27,已补充接地螺帽并旋紧,开关柜全过程技术监督实施细则,设备验收,设备采购,5.6,5.6.2,5.6.2 开关柜柜门、互感器接地端子、观察窗接地、开关柜手车接地、柜内金属活门等均应短接接地。,未知,pytest_processed_1_real|problem_category_rule_v1,采购与制造
real_v1_003234,新建,104 出线2柜,交流110kV,,,开关柜,现场安装,2025-04-25,设备验收,设备采购,一般,一般,104 出线2柜上柜门未接地,否,电气设备性能,,施工队应按工序要求对104 出线2柜上柜门进行接地。,2025-05-27,已对上柜门进行接地,开关柜全过程技术监督实施细则,设备验收,设备采购,5.6,5.6.2,5.6.2 开关柜柜门、互感器接地端子、观察窗接地、开关柜手车接地、柜内金属活门等均应短接接地。,未知,pytest_processed_1_real|problem_category_rule_v1,采购与制造
real_v1_003235,新建,110出线8柜,交流110kV,,,开关柜,现场安装,2025-04-25,设备验收,设备采购,一般,一般,110出线8柜互感器接地端子未旋紧,否,电气设备性能,,施工队应按工序要求对110出线8柜互感器接地端子进行旋紧。,2025-05-27,已旋紧互感器接地端子螺母,开关柜全过程技术监督实施细则,设备验收,设备采购,5.6,5.6.2,5.6.2 开关柜柜门、互感器接地端子、观察窗接地、开关柜手车接地、柜内金属活门等均应短接接地。,未知,pytest_processed_1_real|problem_category_rule_v1,采购与制造
real_v1_003236,新建,114出线12柜,交流110kV,,,开关柜,现场安装,2025-04-25,设备验收,设备采购,一般,一般,114出线12柜观察窗接地线脱落,否,电气设备性能,,施工队应按工序要求对114出线12柜观察窗进行接地。,2025-05-27,样已补充观察窗接地线,开关柜全过程技术监督实施细则,设备验收,设备采购,5.6,5.6.2,5.6.2 开关柜柜门、互感器接地端子、观察窗接地、开关柜手车接地、柜内金属活门等均应短接接地。,未知,pytest_processed_1_real|problem_category_rule_v1,采购与制造
real_v1_003237,新建,,交流110kV,,,其他附属设施,工程设计,2025-04-17,工程设计,工程设计,一般,一般,楼梯间的地面最低水平照明度低于5.0lx。,否,辅助设施,,楼梯间的地面最低水平照明度应大于5.0lx。,2025-04-18,已设计楼梯间的地面最低水平照明度大于5.0lx。,消防设备设施全过程技术监督实施细则,工程设计,工程设计,2.9,2.9.4,2.9.4 人员疏散通道应急照明的地面最低水平照度不应低于1.0lx，楼梯间的地面最低水平照度不应低于5.0lx，继续工作应急照明应保证正常照明的照度。,未知,pytest_processed_1_real|problem_category_rule_v1,设计与选型
real_v1_003238,新建,电容器保护,交流220kV,,,电容器保护,现场安装,2025-04-16,设备安装,安装调试,一般,一般,10kV电容器I组开关柜内电容器保护电缆导向牌有部分为手写涂改，标识不清晰。,否,电气设备性能,,及时更换不合格电缆导向牌,2025-04-18,已更换不合格电缆导向牌,继电保护全过程技术监督实施细则,设备安装,安装调试,6.6,6.6.1,6.6.1 电缆标签悬挂应美观一致，并与设计图纸相符；电缆标签应包括电缆编号、规格型号、长度及起止位置。,未知,pytest_processed_1_real|problem_category_rule_v1,资料与标识
real_v1_003239,新建,电容器保护,交流220kV,,,电容器保护,现场安装,2025-04-16,设备安装,安装调试,一般,一般,10kV电容器I组开关柜二次端子排上电压回路接线松动，未禁固,否,电气设备性能,,进行保护设备电缆二次线紧线工作,2025-04-18,已对保护设备电缆二次线紧线,继电保护全过程技术监督实施细则,设备安装,安装调试,6.5,6.5.1,6.5.1 端子排、元器件接线端子及保护装置背板端子螺丝应紧固可靠，端子无锈蚀现象，端子排应采用以钢或铜合金为原料，表面加以镀镍等处理，导电零件表面的防腐蚀性保护层应光滑、无毛刺、无锈斑等缺陷。,未知,pytest_processed_1_real|problem_category_rule_v1,运维与环境
real_v1_003240,新建,#1主变,交流220kV,,,主变压器,现场安装,2025-04-16,设备安装,安装调试,一般,一般,#1主变油位调整与油温-油位曲线不一致,否,电气设备性能,,调整#1主变油位与油温-油位曲线一致,2025-04-18,已调整#1主变油位与油温-油位曲线一致,变压器（油浸式并联电抗器）全过程技术监督实施细则,设备安装,安装调试,6.2,6.2.2,6.2.2 油位调整应与油温-油位曲线一致。,未知,pytest_processed_1_real|problem_category_rule_v1,安装与施工
real_v1_003241,新建,#1主变,交流220kV,,,主变压器,设备材质,2025-04-16,设备安装,安装调试,一般,一般,现场补焊时焊条未按规定进行烘干,否,电气设备性能,,要求焊工现场补焊时焊条按规定进行烘干,2025-04-18,已要求焊工现场补焊时焊条按规定进行烘干,变压器（油浸式并联电抗器）全过程技术监督实施细则,设备安装,安装调试,6.5,6.5.2,6.5.2 现场补焊要求：a)从事受监部位焊接工作的焊工，应取得相应的资格证书。对有特殊要求部件的焊接，焊工应做焊前模拟性练习，熟悉该部件材料的焊接特性。b)受监金属部位的焊接应进行工艺评定，并在焊接施工中严格执行相应的焊接工艺规程。c)焊接材料（包括焊条、焊剂、焊丝、钨极、保护气体等）的质量应符合相应的国家标准或行业标准。焊条使用前按规定进行烘干。焊条、焊丝使用前应检查确认未受潮、无油污、无锈迹。d)焊接前应检查焊接文件、焊工资格、焊接参数测量仪器、焊材、待焊表面和焊接环境等，符合要求方可施焊。焊接文件中应明确焊接工艺参数。e)受监焊接接头的技术资料应包含焊缝等级、检测方法、检测比例以及验收等级。,未知,pytest_processed_1_real|problem_category_rule_v1,资料与标识
real_v1_003242,新建,#1主变,交流220kV,,,主变压器,现场安装,2025-04-16,设备安装,安装调试,一般,一般,#1主变吸湿器安装后，油杯内未见气泡,否,电气设备性能,,重新安装#1主变吸湿器，保证呼吸顺畅且油杯内有可见气泡,2025-04-18,已重新安装#1主变吸湿器,变压器（油浸式并联电抗器）全过程技术监督实施细则,设备安装,安装调试,6.2,6.2.5,6.2.5 吸湿器安装后，应保证呼吸顺畅且油杯内有可见气泡。,未知,pytest_processed_1_real|problem_category_rule_v1,安装与施工
real_v1_003243,新建,220kV#1主变间隔GIS,交流220kV,,,组合电器,现场安装,2025-04-16,设备安装,安装调试,重大,重大,GIS安装现场条件不合格，户内颗粒度测试不满足5um小于293要求，现场颗粒度5um为881,否,电气设备性能,安装环境检查要求落实不到位,重新搭建GIS组装现场防尘棚，确保安装环境的洁净度。,2025-04-18,已重新搭建GIS组装现场防尘棚,组合电器全过程技术监督实施细则,设备安装,安装调试,6.1,6.1.1,6.1.1 现场安装工作应在环境温度-10℃至40℃之间、无风沙、无雨雪、空气相对湿度小于80%、洁净度在百万级以上的条件下进行。,未知,pytest_processed_1_real|problem_category_rule_v1,运维与环境
real_v1_003244,新建,#1主变,交流220kV,,,主变压器,现场安装,2025-04-16,设备安装,安装调试,一般,一般,#1主变散热器防腐涂层不均匀，表面有多处裂纹。,否,电气设备性能,,对主变散热器表面防腐涂层喷涂,2025-04-18,已对主变散热器表面防腐涂层喷涂,变压器（油浸式并联电抗器）全过程技术监督实施细则,设备安装,安装调试,6.5,6.5.1,6.5.1 防腐涂装质量要求：防腐涂层表面应平整、均匀一致，无漏涂、起泡、裂纹、气孔和返锈等现象，允许轻微桔皮和局部轻微流挂。,未知,pytest_processed_1_real|problem_category_rule_v1,安装与施工
real_v1_003245,新建,,交流110kV,,,故障录波器,工程设计,2025-04-15,工程设计,工程设计,一般,一般,故障录波器缺少对站用直流系统的保护母线段对地电压的录播。,否,继电保护,,补充故障录波器缺少的对站用直流系统的保护母线段对地电压的录播。,2025-04-17,已补充设计故障录波器缺少的对站用直流系统的保护母线段对地电压的录播,继电保护全过程技术监督实施细则,工程设计,工程设计,2.14,2.14.2,2.14.2 故障录波器应能对站用直流系统的各母线段（控制、保护）对地电压进行录波。为采集和分析方便，宜将同间隔、同串、同段母线等有密切关联的模拟量信号和开关量信号记录在同一台录波器中。,未知,pytest_processed_1_real|problem_category_rule_v1,资料与标识
real_v1_003246,新建,,交流110kV,,,组合电器,工程规划,2025-05-06,规划可研,规划可研,较大,较大,备用GIS气室未规划加装密度继电器,否,电气设备性能,可研规划的设计深度不足，对于备用GIS气室未明确加装密度继电器并接入监控系统的要求,请设计单位对预留间隔气室应设计加装密度继电器并接入监控系统,2025-06-13,设计已确认在设计说明书中明确备用间隔密度继电器接入监控系统中,组合电器全过程技术监督实施细则,规划可研,规划可研,1.3,1.3.4,1.3.4 预留间隔气室应加装密度继电器并接入监控系统。,未知,pytest_processed_1_real|problem_category_rule_v1,设计与选型
real_v1_003247,新建,,交流110kV,,,运行杆塔,设备材质,2025-05-22,设备采购,设备采购,一般,一般,到货的钢管塔钢材表面存在部分损伤。,否,电气设备性能,,更换钢材表面存在部分损伤的钢管塔。,2025-05-27,已更换钢材表面存在部分损伤的钢管塔。,输电杆塔全过程技术监督实施细则,设备采购,设备采购,3.3,3.3.2,3.3.2 钢管塔、钢管杆的主柱、横担主材不应冷矫正，矫正后构件截面偏差应符合相应标准的规定，矫正后的钢材表面不应有明显的凹面和损伤，表面划痕深度不应大于0.5mm。,未知,pytest_processed_1_real|problem_category_rule_v1,采购与制造
real_v1_003248,新建,,交流110kV,,,运行杆塔,工程设计,2025-05-22,工程设计,工程设计,一般,一般,输变电工程设计未说明线路所经地区的气象条件，风速情况等，未根据风速条件进行验算。,否,电气设备性能,,输变电工程线路设计应依据沿线气象资料的数理统计结果，参考风压图以及附近已有线路的运行经验确定。,2025-05-26,已更新工程设计，依据沿线气象资料的数理统计结果，参考风压图以及附近已有线路的运行经验确定。,输电通道全过程技术监督实施细则,工程设计,工程设计,2.1,2.1.2,2.1.2 设计气象条件，应根据沿线气象资料的数理统计结果，参考风压图以及附近已有线路的运行经验确定，基本风速按以下确定：110kV～330kV输电线路的基本风速，不宜低于23.5m/s；500kV～750kV输线路，基本风速不宜低于27m/s；必要时还宜按稀有风速条件进行验算。,未知,pytest_processed_1_real|problem_category_rule_v1,资料与标识
real_v1_003249,新建,,交流110kV,,,运行杆塔,工程设计,2025-05-22,工程设计,工程设计,一般,一般,初设说明未见导线选型或塔的设计时的特殊考虑,否,电气设备性能,,初设说明应有导线选型或塔的设计时的特殊考虑,2025-05-26,已在初设中说明应有导线选型或塔的设计时的特殊考虑,输电杆塔全过程技术监督实施细则,工程设计,工程设计,2.6,2.6.1,2.6.1 交流110kV～750kV架空输电线路跨越通航江河、湖泊、海峡等，因档距较大（一般在1000m以上）或塔的高度较高（一般在100m以上）；导线选型或塔的设计需予以特殊考虑，且发生故障时严重影响航运、交通或修复特别困难的耐张段应按大跨越设计。,未知,pytest_processed_1_real|problem_category_rule_v1,设计与选型
real_v1_003250,新建,,交流110kV,,,运行杆塔,工程设计,2025-05-22,工程设计,工程设计,一般,一般,设计风速23米/秒，小于规定值，不符合规定。,否,电气设备性能,,风速按规定值进行取值设计，不小于25米/秒,2025-05-26,已在设计中明确风速按规定值进行取值设计,输电杆塔全过程技术监督实施细则,工程设计,工程设计,2.1,2.1.2,2.1.2 设计气象条件，应根据沿线气象资料的数理统计结果，参考风压图以及附近已有线路的运行经验确定，基本风速按以下确定：110kV～330kV输电线路的基本风速，不宜低于23.5m/s；500kV～750kV输线路，基本风速不宜低于27m/s；必要时还宜按稀有风速条件进行验算。,未知,pytest_processed_1_real|problem_category_rule_v1,资料与标识
real_v1_003251,新建,,交流110kV,,,合并单元,工程设计,2025-05-22,工程设计,工程设计,较大,较大,保护装置选型要求不当。《福建福州晋安黄田110kV变电站新建工程初设说明书 （送内审）》5.2.1 主变压器保护：“主变压器保护配置：（1）每台主变压器电量保护双套配置 ，每套保护含完整的主、后备保护功能。”未在初设中明确， 两套主变保护不能选用同一厂家 ，同时对应的合并单元和智能终端也要根据保护型号选择相对应的不同厂家 。依据《国家电网有限公司关于印发十八项电网重大反事故措施 （修订版）的通知》(国家电网设备〔2018 〕979 号)①15.2.2.6 为防止装置家族性缺陷可能导致的双重化配置的两套继电保护装置同时拒动的问题 ，双重化配置的线路、变压器、母线、高压电抗器等保护装置应采用不同生产厂家的产品 。②15.7.2.1 为保 证智能变电站二次设备可靠运行 、运维高效，合并单元、智能终端、过程层交换机应采用通过国家电网公司组织的专业检测的产品 ，合并单元、智能终端宜选用与对应保护装置同厂家的产品。,否,继电保护,在设备选型过程中存在对规范的执行力度不够的情况，未能将反事故措施和智能站设备选型的相关要求落实到实际设计中，导致设计文件不符合规范。,要求说明书撰写单位在初设说明书中明确“两套主变保护应采用不同厂家的产品”，同时对应合并单元和智能终端的选择应根据保护型号，选择与保护装置同厂家的产品，以确保设备选型符合反事故措施和智能站设计规范。,2025-06-13,已在说明书中增加要求，明确了“两套主变保护应采用不同厂家的产品。,继电保护全过程技术监督实施细则,设备采购,设备采购,3.3,3.3.3,3.3.3合并单元、智能终端宜选用与对应保护装置同厂家的产品。,未知,pytest_processed_1_real|problem_category_rule_v1,设计与选型
real_v1_003252,新建,,交流110kV,,,穿墙套管,工程设计,2025-05-06,工程设计,工程设计,较大,较大,设计中的穿墙套管选用低于20kV电压等级产品。,否,电气设备性能,设计单位对物料选型审核不严谨，对十八项反措的要求落实不到位,请设计单位修改对应穿墙套管设备选型，符合电压等级要求,2025-06-13,已修订穿墙套管选型信息，电压等级修改为20kV，满足规程要求,穿墙套管全过程技术监督实施细则,工程设计,工程设计,1.1,1.1.1,1.1.1 6～10kV 电压等级穿墙套管应选用不低于20kV电压等级的产品。,未知,pytest_processed_1_real|problem_category_rule_v1,设计与选型
real_v1_003253,新建,,交流110kV,,,开关柜,工程规划,2025-05-20,规划可研,规划可研,一般,一般,设计单位在可研说明书中未明确开关柜选型信息。,否,电气设备性能,,督促设计单位在可研说明书中补充开关柜选型信息,2025-06-04,设计单位已修改说明书，在可研说明书中补充了开关柜选型信息,开关柜全过程技术监督实施细则,规划可研,规划可研,1.1,1.1.1,1.1.1 工程应用中开关柜主要以空气绝缘为主，对空间有较高要求或高海拔地区可采用气体绝缘开关柜。采用气体绝缘开关柜时，应优先环保气体作为绝缘介质。,未知,pytest_processed_1_real|problem_category_rule_v1,设计与选型
